"label.csv_policies.customer","label.csv_policies.state","fact.csv_policies.customer_lifetime_value","label.csv_policies.coverage","label.csv_policies.education","effective_to_date","label.csv_policies.employmentstatus","label.csv_policies.gender","fact.csv_policies.income","label.csv_policies.marital_status","fact.csv_policies.monthly_premium_auto","label.csv_policies.policy_type","label.csv_policies.renew_offer_type","label.csv_policies.sales_channel","fact.csv_policies.total_claim_amount","label.csv_policies.vehicle_class","label.csv_policies.vehicle_size"
"VK98184","Arizona","5033.693296","Extended","College","09/19/2015","Employed","F","77031","Married","125","Personal Auto","Offer2","Call Center","600","SUV","Medsize"
"BR69566","Oregon","14019.83314","Basic","College","09/18/2015","Employed","M","31739","Divorced","71","Personal Auto","Offer4","Call Center","469.882367","Two-Door Car","Small"
"AI16519","Nevada","4877.61238","Basic","High School or Below","08/18/2015","Unemployed","M","0","Married","66","Personal Auto","Offer2","Agent","420.39344","Two-Door Car","Medsize"
"SN67992","Washington","3449.494119","Extended","Bachelor","09/04/2015","Medical Leave","F","25236","Divorced","89","Personal Auto","Offer2","Call Center","427.2","Four-Door Car","Medsize"
"BE31382","Oregon","3771.617797","Basic","College","09/18/2015","Unemployed","F","0","Married","103","Personal Auto","Offer1","Branch","685.227276","SUV","Medsize"
"ZP49970","Oregon","5824.817366","Basic","Bachelor","08/26/2015","Employed","M","40964","Married","74","Special Auto","Offer3","Agent","355.2","Two-Door Car","Large"
"OA23108","Oregon","4379.92784","Basic","Doctor","08/28/2015","Employed","F","40896","Married","109","Personal Auto","Offer1","Branch","319.294289","Sports Car","Medsize"
"LY90785","Oregon","5793.157728","Basic","Bachelor","09/06/2015","Employed","M","95733","Married","72","Corporate Auto","Offer1","Agent","475.423848","Two-Door Car","Small"
"ZR66788","California","2725.680297","Basic","High School or Below","08/08/2015","Employed","F","39161","Married","71","Personal Auto","Offer1","Branch","340.8","Four-Door Car","Medsize"
"BL12371","Arizona","5790.565333","Basic","Master","09/03/2015","Employed","M","84551","Divorced","72","Personal Auto","Offer2","Agent","28.92584","Four-Door Car","Large"
"GB68813","Nevada","8502.237137","Premium","Bachelor","09/08/2015","Medical Leave","F","12843","Single","111","Corporate Auto","Offer2","Branch","1143.494486","Four-Door Car","Small"
"IG90926","Arizona","2476.588891","Basic","College","09/04/2015","Employed","F","71551","Single","62","Personal Auto","Offer3","Branch","297.6","Four-Door Car","Medsize"
"CT86614","Arizona","2426.95904","Basic","Bachelor","08/30/2015","Unemployed","M","0","Single","71","Corporate Auto","Offer4","Branch","511.2","Four-Door Car","Small"
"BL13393","Oregon","5897.986595","Basic","High School or Below","09/20/2015","Employed","F","77835","Divorced","74","Personal Auto","Offer3","Web","43.618784","Four-Door Car","Medsize"
"TU33850","Washington","4617.391775","Basic","Bachelor","08/25/2015","Medical Leave","F","16764","Married","61","Personal Auto","Offer1","Branch","292.8","Four-Door Car","Medsize"
"IL25109","Nevada","12521.42105","Premium","High School or Below","08/29/2015","Employed","M","39007","Married","105","Personal Auto","Offer1","Branch","1023.844984","Two-Door Car","Large"
"OP67672","Washington","9079.823377","Basic","Master","09/14/2015","Employed","F","20290","Married","113","Personal Auto","Offer4","Agent","766.519022","SUV","Medsize"
"NW73460","Arizona","7777.201669","Basic","High School or Below","08/07/2015","Employed","F","46182","Married","65","Corporate Auto","Offer2","Branch","2.574682","Two-Door Car","Medsize"
"LW57693","Oregon","5601.68063","Basic","College","09/16/2015","Disabled","F","11920","Married","74","Personal Auto","Offer1","Call Center","355.2","Four-Door Car","Medsize"
"JD81426","Arizona","3459.037949","Extended","High School or Below","08/11/2015","Employed","M","97162","Married","86","Personal Auto","Offer3","Web","32.715179","Four-Door Car","Medsize"
"AM99192","Arizona","9061.951591","Basic","College","09/05/2015","Employed","M","42743","Married","117","Personal Auto","Offer1","Call Center","101.288057","SUV","Medsize"
"LQ31287","Oregon","6866.093807","Basic","College","09/19/2015","Unemployed","F","0","Divorced","64","Personal Auto","Offer1","Agent","40.44586","Two-Door Car","Medsize"
"ZU25563","California","2659.70565","Extended","College","09/19/2015","Unemployed","F","0","Divorced","87","Personal Auto","Offer2","Agent","420.041981","Four-Door Car","Medsize"
"RU75949","Oregon","12332.51669","Basic","College","09/28/2015","Employed","M","85789","Married","105","Personal Auto","Offer1","Agent","122.302824","Sports Car","Medsize"
"DV85764","California","21172.38983","Extended","High School or Below","08/04/2015","Unemployed","M","0","Married","82","Personal Auto","Offer2","Branch","588.269018","Four-Door Car","Medsize"
"VU33725","Oregon","3677.907634","Extended","High School or Below","08/10/2015","Employed","M","31349","Married","93","Corporate Auto","Offer4","Branch","446.4","Four-Door Car","Medsize"
"SV43220","Oregon","9816.528302","Basic","College","08/28/2015","Employed","M","37256","Married","62","Personal Auto","Offer1","Branch","128.969729","Four-Door Car","Medsize"
"WL61717","Arizona","4922.165949","Basic","Bachelor","09/22/2015","Unemployed","F","0","Single","69","Personal Auto","Offer1","Agent","331.2","Four-Door Car","Medsize"
"IW17510","California","7583.962264","Basic","High School or Below","09/03/2015","Unemployed","F","0","Single","102","Personal Auto","Offer2","Call Center","848.161322","Sports Car","Medsize"
"ZS35830","Oregon","2685.901421","Basic","College","08/01/2015","Employed","F","58166","Married","67","Personal Auto","Offer2","Call Center","91.914969","Four-Door Car","Medsize"
"TY95197","Washington","4132.58858","Basic","College","08/31/2015","Unemployed","F","0","Single","63","Personal Auto","Offer1","Agent","453.6","Four-Door Car","Medsize"
"PU73501","Arizona","8622.835375","Basic","Bachelor","09/18/2015","Employed","M","97361","Single","73","Personal Auto","Offer1","Agent","350.4","Four-Door Car","Medsize"
"FP65563","Washington","15253.26436","Basic","High School or Below","08/24/2015","Employed","M","51937","Married","193","Personal Auto","Offer4","Web","850.389259","Luxury Car","Small"
"IC44995","Oregon","4277.560211","Basic","College","08/15/2015","Employed","F","75921","Married","106","Personal Auto","Offer3","Agent","609.680428","SUV","Medsize"
"AY55759","California","20096.89337","Basic","High School or Below","08/01/2015","Employed","F","92766","Married","71","Personal Auto","Offer2","Agent","379.029102","Two-Door Car","Large"
"GO94903","Oregon","4770.550911","Basic","College","09/01/2015","Medical Leave","F","12964","Single","65","Personal Auto","Offer1","Web","362.774545","Two-Door Car","Medsize"
"TF35512","Oregon","7025.65076","Extended","College","08/23/2015","Employed","F","48117","Married","88","Corporate Auto","Offer3","Agent","422.4","Four-Door Car","Medsize"
"HY43263","California","8265.379176","Extended","Bachelor","09/07/2015","Unemployed","F","0","Single","77","Corporate Auto","Offer2","Agent","554.4","Two-Door Car","Small"
"WP34496","Washington","24552.8746","Basic","High School or Below","08/20/2015","Unemployed","M","0","Married","118","Personal Auto","Offer1","Branch","966.541071","SUV","Large"
"QE73187","Oregon","4407.97312","Basic","High School or Below","09/01/2015","Employed","M","66152","Married","111","Corporate Auto","Offer2","Call Center","532.8","SUV","Medsize"
"WL13766","Arizona","2482.195895","Basic","High School or Below","08/31/2015","Employed","M","31093","Single","64","Personal Auto","Offer3","Branch","274.956819","Four-Door Car","Medsize"
"VT44999","Arizona","3858.867206","Basic","High School or Below","08/08/2015","Unemployed","F","0","Married","107","Personal Auto","Offer3","Agent","513.6","SUV","Medsize"
"RZ14993","California","11572.10339","Premium","High School or Below","08/29/2015","Unemployed","F","0","Single","166","Special Auto","Offer1","Agent","1195.2","Sports Car","Medsize"
"XI14610","California","3645.464325","Extended","College","08/04/2015","Medical Leave","F","19121","Married","95","Personal Auto","Offer2","Agent","915.188647","Four-Door Car","Small"
"VE31268","Oregon","4362.772279","Basic","Bachelor","08/11/2015","Unemployed","M","0","Single","65","Personal Auto","Offer3","Web","468","Four-Door Car","Medsize"
"ZD13262","Oregon","10425.98532","Extended","High School or Below","08/30/2015","Employed","F","68563","Married","131","Personal Auto","Offer4","Call Center","350.097052","SUV","Small"
"OJ58066","Nevada","7025.04419","Extended","High School or Below","09/14/2015","Employed","M","24726","Divorced","92","Personal Auto","Offer1","Call Center","150.693773","Four-Door Car","Medsize"
"RK81706","Arizona","7388.733207","Extended","College","09/24/2015","Unemployed","F","0","Married","97","Personal Auto","Offer4","Call Center","638.371157","Four-Door Car","Medsize"
"NI18835","California","2927.734329","Basic","Bachelor","09/15/2015","Employed","M","51991","Married","73","Personal Auto","Offer2","Web","124.376921","Four-Door Car","Medsize"
"RA87395","California","8356.181097","Basic","Bachelor","08/13/2015","Unemployed","M","0","Married","118","Personal Auto","Offer1","Agent","153.176419","SUV","Medsize"
"QN13323","Oregon","8718.056722","Basic","High School or Below","08/17/2015","Employed","M","89096","Single","111","Personal Auto","Offer2","Branch","64.98293","SUV","Large"
"BC53363","Oregon","35227.29912","Premium","High School or Below","09/08/2015","Employed","F","23031","Married","148","Special Auto","Offer4","Web","710.4","SUV","Medsize"
"VB26229","Arizona","8697.882675","Basic","Bachelor","08/31/2015","Employed","M","29540","Divorced","73","Personal Auto","Offer2","Branch","350.4","Four-Door Car","Medsize"
"AD28535","California","3554.845264","Extended","Master","08/10/2015","Employed","F","58557","Married","88","Personal Auto","Offer1","Branch","55.510526","Four-Door Car","Large"
"SE50560","Oregon","2818.31302","Basic","College","08/17/2015","Employed","M","88816","Married","70","Personal Auto","Offer3","Branch","164.282841","Two-Door Car","Medsize"
"YL65673","California","19045.50012","Basic","Bachelor","08/24/2015","Unemployed","F","0","Single","61","Personal Auto","Offer1","Agent","439.2","Four-Door Car","Small"
"WK65741","California","2893.806196","Basic","High School or Below","09/18/2015","Employed","F","61809","Married","72","Personal Auto","Offer3","Agent","328.004855","Two-Door Car","Medsize"
"GZ77449","California","14439.80313","Basic","College","08/23/2015","Employed","M","58452","Single","186","Corporate Auto","Offer4","Branch","892.8","Luxury Car","Medsize"
"OF49789","Oregon","5121.838914","Extended","College","09/15/2015","Employed","F","57161","Married","127","Personal Auto","Offer1","Agent","609.6","Sports Car","Medsize"
"YX54093","Arizona","2217.664193","Basic","College","09/12/2015","Unemployed","M","0","Divorced","65","Personal Auto","Offer4","Branch","111.872115","Four-Door Car","Medsize"
"TD19026","California","2861.717418","Basic","High School or Below","09/22/2015","Employed","F","90083","Married","71","Personal Auto","Offer4","Agent","181.689191","Two-Door Car","Medsize"
"XT67997","California","5979.724161","Extended","High School or Below","09/07/2015","Employed","F","57693","Divorced","76","Personal Auto","Offer2","Agent","547.2","Four-Door Car","Medsize"
"WP65749","Nevada","7377.231238","Basic","College","09/24/2015","Unemployed","M","0","Married","69","Personal Auto","Offer4","Branch","331.2","Four-Door Car","Medsize"
"YT91759","California","6366.225775","Extended","High School or Below","08/07/2015","Employed","M","44368","Married","80","Personal Auto","Offer2","Call Center","384","Two-Door Car","Large"
"YH20696","Oregon","8657.968597","Basic","College","08/17/2015","Employed","M","68727","Married","72","Personal Auto","Offer1","Branch","171.475838","Four-Door Car","Medsize"
"NS14955","Oregon","11726.18921","Extended","Master","09/26/2015","Employed","F","40564","Married","97","Personal Auto","Offer4","Call Center","85.968142","Four-Door Car","Small"
"UH79028","Nevada","5780.182197","Basic","High School or Below","09/26/2015","Employed","M","51066","Single","74","Personal Auto","Offer2","Call Center","787.993313","Four-Door Car","Medsize"
"JM89095","Oregon","10058.74013","Extended","High School or Below","09/27/2015","Unemployed","M","0","Single","92","Personal Auto","Offer1","Call Center","640.229108","Two-Door Car","Medsize"
"NK26146","Washington","7072.928971","Basic","College","09/11/2015","Employed","F","90551","Divorced","61","Corporate Auto","Offer4","Call Center","374.527412","Four-Door Car","Small"
"HE99696","Washington","4787.206586","Basic","College","09/24/2015","Unemployed","F","0","Single","67","Personal Auto","Offer1","Call Center","321.6","Four-Door Car","Small"
"HH15953","California","3013.439451","Extended","Bachelor","09/20/2015","Disabled","M","21353","Divorced","80","Personal Auto","Offer3","Agent","576","Four-Door Car","Medsize"
"ZO30377","California","3472.369996","Premium","High School or Below","08/01/2015","Unemployed","M","0","Single","102","Personal Auto","Offer2","Agent","976.112456","Four-Door Car","Medsize"
"VZ23007","Oregon","5380.898636","Basic","College","09/24/2015","Employed","F","55350","Married","67","Personal Auto","Offer1","Agent","321.6","Four-Door Car","Medsize"
"DF74270","Nevada","38230.21008","Basic","Bachelor","08/16/2015","Employed","M","80321","Married","105","Corporate Auto","Offer4","Agent","166.972451","SUV","Medsize"
"SE47384","California","5526.438887","Extended","Bachelor","09/06/2015","Employed","F","94230","Married","137","Special Auto","Offer3","Agent","657.6","SUV","Medsize"
"CS84396","Arizona","4883.117399","Basic","Bachelor","08/25/2015","Employed","M","53305","Single","63","Corporate Auto","Offer1","Call Center","302.4","Two-Door Car","Small"
"OQ20827","California","14203.04178","Basic","College","08/24/2015","Employed","M","55593","Married","182","Corporate Auto","Offer4","Web","677.63589","Luxury Car","Medsize"
"VU47281","Oregon","5745.41663","Premium","Bachelor","09/19/2015","Unemployed","F","0","Single","165","Personal Auto","Offer1","Agent","1853.202354","Sports Car","Medsize"
"BN62219","Arizona","9602.07966","Extended","College","09/15/2015","Unemployed","F","0","Single","94","Personal Auto","Offer3","Branch","676.8","Two-Door Car","Medsize"
"TP39671","Arizona","3199.75316","Extended","Bachelor","08/20/2015","Unemployed","M","0","Married","87","Personal Auto","Offer1","Agent","132.492438","Four-Door Car","Medsize"
"HX33134","Arizona","2758.329817","Basic","High School or Below","08/04/2015","Disabled","M","22158","Married","74","Personal Auto","Offer2","Call Center","355.2","Four-Door Car","Small"
"UR49989","Oregon","2725.192659","Basic","Bachelor","08/27/2015","Employed","F","81605","Married","67","Personal Auto","Offer2","Agent","424.219182","Two-Door Car","Medsize"
"VU48786","Washington","5550.149947","Basic","Master","08/25/2015","Employed","M","62219","Married","69","Personal Auto","Offer2","Branch","243.238784","Two-Door Car","Small"
"QM46642","California","2619.172388","Basic","Bachelor","08/16/2015","Disabled","M","15587","Married","71","Special Auto","Offer2","Agent","136.033828","Two-Door Car","Medsize"
"TG60853","Nevada","6265.343299","Extended","Doctor","08/13/2015","Unemployed","F","0","Married","84","Corporate Auto","Offer1","Agent","481.025786","Four-Door Car","Medsize"
"CV40610","California","12313.16484","Premium","College","08/17/2015","Unemployed","M","0","Single","116","Personal Auto","Offer1","Call Center","835.2","Two-Door Car","Medsize"
"HI98447","Oregon","10552.42728","Extended","High School or Below","08/24/2015","Employed","M","28505","Married","88","Personal Auto","Offer4","Agent","422.4","Four-Door Car","Large"
"QD86271","Arizona","12022.38645","Basic","High School or Below","08/21/2015","Medical Leave","M","25918","Married","104","Personal Auto","Offer1","Agent","996.775536","SUV","Medsize"
"ZD75163","Nevada","9295.41115","Premium","High School or Below","09/14/2015","Unemployed","M","0","Single","261","Corporate Auto","Offer4","Call Center","2759.794354","Luxury Car","Medsize"
"LB98130","Oregon","7440.92353","Basic","Bachelor","09/14/2015","Employed","M","34137","Married","62","Personal Auto","Offer1","Agent","297.6","Two-Door Car","Medsize"
"VZ16820","Washington","10302.90289","Extended","Bachelor","08/11/2015","Employed","M","21839","Single","137","Personal Auto","Offer2","Agent","657.6","Sports Car","Medsize"
"YE24562","California","3508.569533","Extended","College","08/05/2015","Medical Leave","M","20978","Married","98","Personal Auto","Offer2","Branch","1176.2788","Four-Door Car","Small"
"IH78357","Oregon","5761.317533","Basic","College","08/17/2015","Employed","F","83392","Married","71","Personal Auto","Offer2","Web","125.961938","Four-Door Car","Medsize"
"TH96263","Nevada","10280.80787","Extended","High School or Below","09/15/2015","Employed","F","73661","Married","128","Personal Auto","Offer2","Call Center","404.329477","SUV","Medsize"
"DC31768","Arizona","4783.917752","Extended","Bachelor","08/29/2015","Employed","M","49793","Married","121","Personal Auto","Offer2","Agent","640.835113","SUV","Small"
"YO81676","Oregon","2142.892273","Basic","Bachelor","08/23/2015","Unemployed","M","0","Single","65","Corporate Auto","Offer4","Web","686.774939","Two-Door Car","Medsize"
"MQ79612","California","8738.299629","Basic","Doctor","09/15/2015","Employed","M","91890","Married","107","Personal Auto","Offer3","Agent","156.617415","SUV","Small"
"ZZ77357","Nevada","4468.2209","Basic","High School or Below","08/09/2015","Unemployed","M","0","Single","65","Corporate Auto","Offer1","Agent","468","Two-Door Car","Medsize"
"OE88763","California","11315.20373","Premium","Bachelor","09/16/2015","Disabled","F","11885","Divorced","101","Corporate Auto","Offer1","Agent","484.8","Four-Door Car","Medsize"
"XP39695","Arizona","21886.19626","Basic","Bachelor","09/01/2015","Employed","F","43000","Married","109","Personal Auto","Offer2","Web","676.808053","SUV","Medsize"
"QC28119","Oregon","7681.551777","Basic","High School or Below","09/15/2015","Employed","M","90043","Married","63","Personal Auto","Offer2","Branch","203.226649","Four-Door Car","Medsize"
"AZ29426","California","16702.69914","Basic","College","08/17/2015","Unemployed","M","0","Single","72","Special Auto","Offer1","Agent","345.6","Four-Door Car","Medsize"
"RI46607","California","5015.009472","Extended","Bachelor","09/03/2015","Employed","F","48567","Single","130","Corporate Auto","Offer2","Agent","624","SUV","Medsize"
"OJ63606","Arizona","5776.338737","Premium","High School or Below","08/28/2015","Medical Leave","F","27510","Married","159","Corporate Auto","Offer1","Call Center","871.457982","SUV","Small"
"TQ89058","Nevada","2777.525403","Basic","Master","08/12/2015","Employed","F","59124","Married","70","Personal Auto","Offer4","Call Center","173.426207","Four-Door Car","Small"
"IW78492","Arizona","4127.495254","Basic","College","08/14/2015","Unemployed","F","0","Single","119","Personal Auto","Offer1","Web","856.8","Sports Car","Medsize"
"WE88728","Arizona","6670.850638","Premium","High School or Below","08/02/2015","Employed","F","56531","Married","170","Corporate Auto","Offer2","Web","816","SUV","Medsize"
"PJ74689","Nevada","14741.76092","Extended","Bachelor","08/25/2015","Unemployed","F","0","Married","139","Personal Auto","Offer3","Call Center","667.2","SUV","Medsize"
"ZI86917","Nevada","38320.82017","Basic","Bachelor","08/10/2015","Employed","M","45277","Married","191","Special Auto","Offer2","Agent","916.8","Luxury SUV","Medsize"
"IJ71609","Washington","2064.697955","Basic","Bachelor","08/30/2015","Unemployed","F","0","Single","65","Personal Auto","Offer1","Call Center","368.828511","Four-Door Car","Medsize"
"FP17993","Arizona","5504.139033","Basic","Bachelor","09/08/2015","Unemployed","F","0","Married","73","Personal Auto","Offer1","Call Center","350.4","Four-Door Car","Medsize"
"EC28398","Oregon","5096.673223","Basic","Master","08/28/2015","Disabled","F","22886","Divorced","65","Corporate Auto","Offer1","Agent","312","Four-Door Car","Small"
"ZX85480","Washington","7995.441263","Basic","High School or Below","08/02/2015","Employed","F","66685","Married","67","Personal Auto","Offer2","Call Center","38.763897","Two-Door Car","Large"
"JP27787","Oregon","5674.136445","Basic","College","08/23/2015","Employed","F","65775","Divorced","72","Personal Auto","Offer2","Agent","171.426318","Four-Door Car","Medsize"
"NH24429","Arizona","2886.232446","Basic","Doctor","09/01/2015","Employed","M","52972","Single","74","Special Auto","Offer2","Call Center","355.2","Four-Door Car","Medsize"
"QU58523","Arizona","5794.682724","Basic","Master","09/15/2015","Employed","M","52979","Divorced","72","Personal Auto","Offer1","Agent","345.6","Two-Door Car","Small"
"EZ39383","Arizona","10706.66957","Basic","Bachelor","08/13/2015","Employed","F","55436","Divorced","67","Personal Auto","Offer3","Agent","321.6","Four-Door Car","Small"
"IR74017","Oregon","5320.614976","Extended","College","08/21/2015","Employed","F","32116","Married","132","Personal Auto","Offer4","Call Center","277.351026","SUV","Medsize"
"DH68234","California","20498.83124","Basic","Master","08/24/2015","Employed","M","56070","Divorced","74","Personal Auto","Offer1","Branch","87.990528","Two-Door Car","Medsize"
"TZ37274","Arizona","4628.280887","Basic","High School or Below","09/27/2015","Unemployed","M","0","Single","62","Personal Auto","Offer3","Web","690.548602","Four-Door Car","Medsize"
"QG67362","California","27287.50099","Basic","Bachelor","09/10/2015","Unemployed","F","0","Single","116","Personal Auto","Offer1","Agent","835.2","SUV","Small"
"TN36916","California","4029.723325","Basic","Bachelor","09/19/2015","Employed","F","93621","Married","100","Personal Auto","Offer3","Branch","59.860273","SUV","Large"
"FL74984","Oregon","2744.083863","Basic","Bachelor","09/01/2015","Employed","M","79192","Divorced","70","Personal Auto","Offer2","Call Center","336","Two-Door Car","Small"
"FV15346","Arizona","35444.31404","Extended","College","08/01/2015","Employed","M","96853","Divorced","98","Personal Auto","Offer1","Call Center","565.504258","Two-Door Car","Medsize"
"JV12632","Washington","2858.992036","Extended","Master","08/20/2015","Unemployed","F","0","Married","83","Corporate Auto","Offer4","Branch","355.385287","Four-Door Car","Medsize"
"TF64196","California","5862.803295","Basic","College","08/11/2015","Employed","F","75121","Married","73","Corporate Auto","Offer3","Call Center","171.226873","Two-Door Car","Small"
"PC27174","Oregon","4031.539471","Premium","College","09/23/2015","Unemployed","F","0","Single","117","Personal Auto","Offer2","Web","842.4","Four-Door Car","Medsize"
"RL28880","Nevada","7553.225007","Basic","Bachelor","09/12/2015","Employed","F","69959","Divorced","63","Personal Auto","Offer1","Branch","401.838921","Two-Door Car","Medsize"
"FG46631","Oregon","16699.46158","Premium","Bachelor","08/14/2015","Employed","F","81400","Married","104","Special Auto","Offer2","Web","499.2","Four-Door Car","Small"
"PB29715","California","3233.262049","Extended","High School or Below","09/04/2015","Unemployed","M","0","Single","98","Corporate Auto","Offer1","Agent","705.6","Two-Door Car","Medsize"
"ZV42323","California","5640.729767","Basic","Bachelor","09/25/2015","Employed","M","67523","Single","72","Corporate Auto","Offer2","Web","345.237659","Two-Door Car","Medsize"
"YS49138","California","8678.508294","Premium","High School or Below","08/21/2015","Employed","F","62366","Married","108","Personal Auto","Offer1","Call Center","51.316527","Four-Door Car","Medsize"
"XJ34057","California","10339.59799","Extended","Bachelor","09/25/2015","Employed","M","67134","Married","131","Personal Auto","Offer1","Call Center","277.448968","Sports Car","Medsize"
"NJ54277","California","3746.751625","Extended","College","09/26/2015","Employed","F","41479","Married","94","Personal Auto","Offer2","Call Center","19.575683","Two-Door Car","Large"
"RL64888","California","2571.260863","Basic","College","09/15/2015","Employed","F","29697","Married","66","Personal Auto","Offer4","Agent","316.8","Four-Door Car","Medsize"
"UM28580","Oregon","4428.031583","Basic","High School or Below","08/29/2015","Employed","F","58577","Married","110","Personal Auto","Offer1","Agent","303.872752","SUV","Medsize"
"TO87218","California","7413.386729","Basic","High School or Below","09/25/2015","Unemployed","F","0","Single","106","Personal Auto","Offer1","Web","508.8","Sports Car","Medsize"
"YQ79307","Washington","4768.955924","Basic","Bachelor","08/10/2015","Employed","M","51144","Married","61","Personal Auto","Offer1","Agent","223.305224","Two-Door Car","Medsize"
"KZ80383","Arizona","6035.086336","Extended","High School or Below","09/23/2015","Employed","F","29587","Married","76","Personal Auto","Offer2","Branch","422.024661","Four-Door Car","Medsize"
"TS78649","Arizona","16280.19859","Premium","High School or Below","08/05/2015","Unemployed","M","0","Single","157","Personal Auto","Offer3","Branch","753.6","Sports Car","Medsize"
"QX84389","California","9024.199159","Basic","Master","09/25/2015","Employed","M","71499","Married","112","Corporate Auto","Offer3","Agent","537.6","Sports Car","Small"
"WC26700","California","7495.676658","Premium","Bachelor","09/21/2015","Unemployed","F","0","Single","106","Corporate Auto","Offer1","Branch","763.2","Four-Door Car","Medsize"
"JR26812","Nevada","12520.97907","Extended","College","09/14/2015","Unemployed","M","0","Single","126","Personal Auto","Offer3","Branch","907.2","SUV","Medsize"
"QD17769","Oregon","2552.038766","Basic","High School or Below","09/12/2015","Employed","M","75740","Married","64","Corporate Auto","Offer3","Agent","128.516525","Two-Door Car","Medsize"
"VA89404","California","16887.79708","Basic","Master","08/05/2015","Employed","M","53262","Married","62","Corporate Auto","Offer2","Branch","223.72051","Four-Door Car","Medsize"
"ZR41880","Nevada","3038.829992","Extended","College","09/26/2015","Employed","F","75180","Single","77","Corporate Auto","Offer3","Agent","154.907769","Four-Door Car","Large"
"XK49057","California","4455.518101","Basic","High School or Below","09/08/2015","Employed","M","31196","Single","62","Corporate Auto","Offer1","Web","342.796508","Two-Door Car","Small"
"ZM52280","Arizona","11972.78231","Basic","Bachelor","09/02/2015","Unemployed","M","0","Single","186","Personal Auto","Offer1","Web","1441.843837","Luxury SUV","Large"
"UX93878","Oregon","8513.697414","Basic","Bachelor","08/16/2015","Employed","F","34505","Married","106","Personal Auto","Offer1","Branch","359.861348","SUV","Small"
"WY65854","Oregon","9085.204991","Extended","Bachelor","08/27/2015","Unemployed","F","0","Married","82","Personal Auto","Offer3","Agent","146.757086","Four-Door Car","Large"
"ES97823","Oregon","24096.23695","Extended","Bachelor","09/25/2015","Unemployed","F","0","Single","97","Personal Auto","Offer4","Web","1154.635974","Four-Door Car","Medsize"
"CX34236","Oregon","9095.049868","Basic","College","08/11/2015","Employed","M","37937","Married","116","Personal Auto","Offer2","Call Center","556.8","SUV","Medsize"
"CQ81839","Oregon","21418.35544","Extended","College","09/19/2015","Employed","F","21897","Single","139","Personal Auto","Offer2","Web","667.2","SUV","Medsize"
"ES97399","Nevada","10714.21449","Extended","High School or Below","09/03/2015","Employed","M","55994","Married","92","Corporate Auto","Offer3","Agent","441.6","Four-Door Car","Medsize"
"GL44478","Oregon","9986.661111","Extended","High School or Below","08/22/2015","Disabled","M","24067","Single","132","Corporate Auto","Offer2","Branch","633.6","Sports Car","Medsize"
"ML79788","Arizona","7908.669486","Extended","College","08/31/2015","Employed","F","43630","Divorced","99","Corporate Auto","Offer3","Branch","475.2","Four-Door Car","Medsize"
"KZ67768","Nevada","4869.596443","Extended","College","08/31/2015","Medical Leave","M","23811","Divorced","130","Personal Auto","Offer1","Web","624","SUV","Large"
"XU67970","Washington","2121.647053","Basic","College","08/27/2015","Unemployed","M","0","Single","62","Personal Auto","Offer4","Call Center","446.4","Two-Door Car","Small"
"IQ40799","Washington","6328.180924","Basic","Bachelor","08/22/2015","Unemployed","M","0","Single","100","Personal Auto","Offer1","Branch","648.364172","SUV","Small"
"BV80674","Oregon","4340.858797","Extended","Bachelor","09/06/2015","Unemployed","F","0","Single","124","Personal Auto","Offer3","Call Center","595.2","SUV","Medsize"
"TH72397","California","6279.816729","Extended","Bachelor","09/21/2015","Employed","M","50562","Married","79","Personal Auto","Offer2","Call Center","545.013504","Four-Door Car","Medsize"
"EC13382","Oregon","11981.98481","Basic","Master","08/20/2015","Retired","F","21514","Married","62","Corporate Auto","Offer1","Agent","257.248789","Two-Door Car","Medsize"
"LE30774","California","22235.01011","Basic","College","09/05/2015","Employed","M","80355","Married","187","Corporate Auto","Offer1","Web","897.6","Luxury Car","Medsize"
"RA14734","Arizona","8646.504109","Basic","High School or Below","08/02/2015","Employed","F","64125","Married","108","Personal Auto","Offer2","Branch","369.818708","SUV","Large"
"IY31142","Oregon","2444.329535","Basic","College","09/09/2015","Employed","M","83800","Single","62","Personal Auto","Offer2","Branch","196.155575","Four-Door Car","Medsize"
"CK29372","California","5070.352408","Basic","College","09/28/2015","Employed","F","23840","Married","64","Personal Auto","Offer4","Call Center","307.2","Four-Door Car","Small"
"KD70601","Washington","5647.145809","Basic","College","08/09/2015","Employed","F","54834","Single","72","Corporate Auto","Offer3","Web","186.191931","Four-Door Car","Medsize"
"QN76596","California","13345.13545","Basic","Bachelor","08/28/2015","Employed","M","80277","Married","112","Corporate Auto","Offer1","Agent","36.975673","SUV","Medsize"
"XI62151","Oregon","13297.63587","Basic","College","08/24/2015","Employed","M","88430","Married","66","Personal Auto","Offer1","Agent","316.8","Four-Door Car","Medsize"
"ZQ37702","California","7031.785183","Extended","High School or Below","08/25/2015","Employed","F","26255","Married","88","Personal Auto","Offer1","Branch","52.752601","Four-Door Car","Medsize"
"GE13332","Nevada","3615.889805","Extended","High School or Below","08/28/2015","Unemployed","M","0","Married","95","Personal Auto","Offer1","Agent","684","Four-Door Car","Medsize"
"LZ84227","Arizona","14120.03562","Premium","College","08/17/2015","Employed","M","95715","Married","119","Personal Auto","Offer1","Agent","148.98255","Four-Door Car","Medsize"
